gene.ID,Base.Mean,log2.FC.,StdErr,Wald.Stats,P.value,P.adj,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V16
vnz_05065,99.714738,2.420837728,0.3785792,6.3945337,1.61e-10,3.24e-09,CP018074.1,1186836,1186837,TSS_00928,128,+,CP018074.1,Genbank,gene,1189221,1190084,.,-,.,2384
vnz_05065,99.714738,2.420837728,0.3785792,6.3945337,1.61e-10,3.24e-09,CP018074.1,1188446,1188447,TSS_00929,127,+,CP018074.1,Genbank,gene,1189221,1190084,.,-,.,774
vnz_05065,99.714738,2.420837728,0.3785792,6.3945337,1.61e-10,3.24e-09,CP018074.1,1186096,1186097,TSS_00927,38,+,CP018074.1,Genbank,gene,1189221,1190084,.,-,.,3124
vnz_05065,99.714738,2.420837728,0.3785792,6.3945337,1.61e-10,3.24e-09,CP018074.1,1185659,1185660,TSS_00923,40,+,CP018074.1,Genbank,gene,1189221,1190084,.,-,.,3561
vnz_05070,1858.9915,3.359671625,0.4019821,8.3577634,6.39e-17,3.36e-15,CP018074.1,1192168,1192169,TSS_00936,222,-,CP018074.1,Genbank,gene,1190203,1190856,.,+,.,1313
vnz_05070,1858.9915,3.359671625,0.4019821,8.3577634,6.39e-17,3.36e-15,CP018074.1,1192101,1192102,TSS_00935,194,-,CP018074.1,Genbank,gene,1190203,1190856,.,+,.,1246
vnz_05220,749.73181,-2.855767796,0.3216764,-8.8777667,6.82e-19,4.45e-17,CP018074.1,1223514,1223515,TSS_00961,71,+,CP018074.1,Genbank,gene,1222512,1223720,.,-,.,1
vnz_05220,749.73181,-2.855767796,0.3216764,-8.8777667,6.82e-19,4.45e-17,CP018074.1,1223508,1223509,TSS_00960,67,+,CP018074.1,Genbank,gene,1222512,1223720,.,-,.,1
vnz_05235,345.50885,-2.818791954,0.3202858,-8.8008654,1.36e-18,8.69e-17,CP018074.1,1225666,1225667,TSS_00970,33,+,CP018074.1,Genbank,gene,1225711,1226283,.,-,.,44
vnz_05240,1510.0174,-3.117491751,0.3473662,-8.9746553,2.84e-19,1.97e-17,CP018074.1,1226414,1226415,TSS_00976,79,+,CP018074.1,Genbank,gene,1226381,1226704,.,-,.,1
vnz_05555,161.10865,2.848662957,0.4328262,6.5815396,4.66e-11,1.06e-09,CP018074.1,1291459,1291460,TSS_01076,146,+,CP018074.1,Genbank,gene,1292990,1293403,.,-,.,1530
vnz_05555,161.10865,2.848662957,0.4328262,6.5815396,4.66e-11,1.06e-09,CP018074.1,1292039,1292040,TSS_01080,125,+,CP018074.1,Genbank,gene,1292990,1293403,.,-,.,950
vnz_05555,161.10865,2.848662957,0.4328262,6.5815396,4.66e-11,1.06e-09,CP018074.1,1291425,1291426,TSS_01070,374684,+,CP018074.1,Genbank,gene,1292990,1293403,.,-,.,1564
vnz_05810,157.99758,3.525390372,0.4443563,7.9337023,2.13e-15,9.16e-14,CP018074.1,1346076,1346077,TSS_01156,733,-,CP018074.1,Genbank,gene,1341676,1342272,.,+,.,3805
vnz_05810,157.99758,3.525390372,0.4443563,7.9337023,2.13e-15,9.16e-14,CP018074.1,1350248,1350249,TSS_01168,9768,-,CP018074.1,Genbank,gene,1341676,1342272,.,+,.,7977
vnz_05810,157.99758,3.525390372,0.4443563,7.9337023,2.13e-15,9.16e-14,CP018074.1,1346431,1346432,TSS_01160,175,-,CP018074.1,Genbank,gene,1341676,1342272,.,+,.,4160
vnz_05960,670.2212,-3.606906771,0.3903868,-9.239315,2.48e-20,2.03e-18,CP018074.1,1376544,1376545,TSS_01182,36,-,CP018074.1,Genbank,gene,1375769,1376557,.,+,.,1
vnz_05960,670.2212,-3.606906771,0.3903868,-9.239315,2.48e-20,2.03e-18,CP018074.1,1377439,1377440,TSS_01183,135,-,CP018074.1,Genbank,gene,1375769,1376557,.,+,.,883
vnz_06195,51.780223,-2.138262246,0.4778325,-4.4749196,7.64e-06,5.79e-05,CP018074.1,1429960,1429961,TSS_01377,98,+,CP018074.1,Genbank,gene,1433260,1433949,.,-,.,3299
vnz_06205,787.13759,-2.105565999,0.4124093,-5.1055247,3.3e-07,3.57e-06,CP018074.1,1433995,1433996,TSS_01380,2710,+,CP018074.1,Genbank,gene,1434244,1435134,.,-,.,248
vnz_06240,124.07117,2.334168689,0.488703,4.7762515,1.79e-06,1.64e-05,CP018074.1,1440688,1440689,TSS_01392,36,+,CP018074.1,Genbank,gene,1440068,1441528,.,-,.,1
vnz_06655,100.02882,2.663933721,0.4333115,6.1478496,7.85e-10,1.42e-08,CP018074.1,1524386,1524387,TSS_01434,1888,+,CP018074.1,Genbank,gene,1526649,1529363,.,-,.,2262
vnz_06870,88.784351,2.916505553,0.4842906,6.0222218,1.72e-09,2.9e-08,CP018074.1,1571636,1571637,TSS_01463,150,+,CP018074.1,Genbank,gene,1571653,1572267,.,-,.,16
vnz_06870,88.784351,2.916505553,0.4842906,6.0222218,1.72e-09,2.9e-08,CP018074.1,1571650,1571651,TSS_01464,53,+,CP018074.1,Genbank,gene,1571653,1572267,.,-,.,2
vnz_07055,211.90673,-2.470339333,0.3787337,-6.5226296,6.91e-11,1.53e-09,CP018074.1,1613788,1613789,TSS_01551,70,+,CP018074.1,Genbank,gene,1614798,1615043,.,-,.,1009
vnz_07085,72.796619,-2.117941884,0.4963629,-4.2669224,1.98e-05,0.0001323,CP018074.1,1621118,1621119,TSS_01560,826,+,CP018074.1,Genbank,gene,1622443,1622961,.,-,.,1324
vnz_07085,72.796619,-2.117941884,0.4963629,-4.2669224,1.98e-05,0.0001323,CP018074.1,1620726,1620727,TSS_01556,133,+,CP018074.1,Genbank,gene,1622443,1622961,.,-,.,1716
vnz_07370,80.341295,-2.078760123,0.6370853,-3.262923,0.0011027,0.0041749,CP018074.1,1684913,1684914,TSS_01631,38,+,CP018074.1,Genbank,gene,1685009,1685728,.,-,.,95
vnz_07620,221.47456,-2.539627429,0.3798793,-6.6853532,2.3e-11,5.47e-10,CP018074.1,1736945,1736946,TSS_01663,390,+,CP018074.1,Genbank,gene,1738192,1738956,.,-,.,1246
vnz_07680,993.92885,-2.110573967,0.3415481,-6.1794341,6.43e-10,1.18e-08,CP018074.1,1751865,1751866,TSS_01887,46,-,CP018074.1,Genbank,gene,1750746,1751864,.,+,.,2
vnz_07730,554.45868,-2.721965959,0.4372972,-6.2245216,4.83e-10,9.07e-09,CP018074.1,1760815,1760816,TSS_01890,91,+,CP018074.1,Genbank,gene,1761099,1761854,.,-,.,283
vnz_07740,2655.568,-2.456031973,0.3719449,-6.6032141,4.02e-11,9.26e-10,CP018074.1,1763646,1763647,TSS_01899,32,+,CP018074.1,Genbank,gene,1763200,1764210,.,-,.,1
vnz_07740,2655.568,-2.456031973,0.3719449,-6.6032141,4.02e-11,9.26e-10,CP018074.1,1763816,1763817,TSS_01902,37,+,CP018074.1,Genbank,gene,1763200,1764210,.,-,.,1
vnz_07990,178.54548,-2.688091978,0.4068372,-6.607291,3.91e-11,9.04e-10,CP018074.1,1822122,1822123,TSS_02040,35,+,CP018074.1,Genbank,gene,1822514,1824301,.,-,.,391
vnz_08060,482.68154,-4.196971669,0.3842007,-10.923905,8.86e-28,1.86e-25,CP018074.1,1840891,1840892,TSS_02051,78,+,CP018074.1,Genbank,gene,1839477,1840904,.,-,.,1
vnz_08070,122.34099,-2.276907299,0.433782,-5.2489663,1.53e-07,1.78e-06,CP018074.1,1850613,1850614,TSS_02061,422,-,CP018074.1,Genbank,gene,1841893,1843695,.,+,.,6919
vnz_08070,122.34099,-2.276907299,0.433782,-5.2489663,1.53e-07,1.78e-06,CP018074.1,1849240,1849241,TSS_02058,239,-,CP018074.1,Genbank,gene,1841893,1843695,.,+,.,5546
vnz_08070,122.34099,-2.276907299,0.433782,-5.2489663,1.53e-07,1.78e-06,CP018074.1,1851565,1851566,TSS_02062,35,-,CP018074.1,Genbank,gene,1841893,1843695,.,+,.,7871
vnz_08070,122.34099,-2.276907299,0.433782,-5.2489663,1.53e-07,1.78e-06,CP018074.1,1850377,1850378,TSS_02059,92,-,CP018074.1,Genbank,gene,1841893,1843695,.,+,.,6683
vnz_08075,120.27846,-3.290809938,0.518479,-6.3470459,2.19e-10,4.33e-09,CP018074.1,1842053,1842054,TSS_02056,200,+,CP018074.1,Genbank,gene,1843710,1845122,.,-,.,1656
vnz_08240,678.6312,-2.109335006,0.2827656,-7.4596587,8.67e-14,2.97e-12,CP018074.1,1881962,1881963,TSS_02102,45,+,CP018074.1,Genbank,gene,1878408,1882970,.,-,.,1
vnz_08240,678.6312,-2.109335006,0.2827656,-7.4596587,8.67e-14,2.97e-12,CP018074.1,1881978,1881979,TSS_02103,76,+,CP018074.1,Genbank,gene,1878408,1882970,.,-,.,1
vnz_08245,68.309206,2.877969396,0.487588,5.902461,3.58e-09,5.7e-08,CP018074.1,1881978,1881979,TSS_02103,76,+,CP018074.1,Genbank,gene,1883493,1884221,.,-,.,1514
vnz_08245,68.309206,2.877969396,0.487588,5.902461,3.58e-09,5.7e-08,CP018074.1,1881962,1881963,TSS_02102,45,+,CP018074.1,Genbank,gene,1883493,1884221,.,-,.,1530
vnz_08450,213.91888,-3.909962749,0.3967965,-9.853823,6.6e-23,8.68e-21,CP018074.1,1928557,1928558,TSS_02147,49,-,CP018074.1,Genbank,gene,1925696,1927345,.,+,.,1213
vnz_08450,213.91888,-3.909962749,0.3967965,-9.853823,6.6e-23,8.68e-21,CP018074.1,1927662,1927663,TSS_02146,53,-,CP018074.1,Genbank,gene,1925696,1927345,.,+,.,318
vnz_08500,383.3789,-2.337273694,0.3109653,-7.5161889,5.64e-14,2.02e-12,CP018074.1,1938970,1938971,TSS_02160,77,+,CP018074.1,Genbank,gene,1939049,1939339,.,-,.,78
vnz_08500,383.3789,-2.337273694,0.3109653,-7.5161889,5.64e-14,2.02e-12,CP018074.1,1938940,1938941,TSS_02159,39,+,CP018074.1,Genbank,gene,1939049,1939339,.,-,.,108
vnz_08520,620.80327,-3.726642039,0.39692,-9.3888986,6.06e-21,5.87e-19,CP018074.1,1942775,1942776,TSS_02195,136,+,CP018074.1,Genbank,gene,1941636,1942850,.,-,.,1
vnz_08525,56.940062,-2.18992293,0.5448457,-4.0193449,5.84e-05,0.0003376,CP018074.1,1942775,1942776,TSS_02195,136,+,CP018074.1,Genbank,gene,1943129,1943944,.,-,.,353
vnz_08745,100.64338,2.104341534,0.4926814,4.2712016,1.94e-05,0.00013,CP018074.1,1995664,1995665,TSS_02272,2376,-,CP018074.1,Genbank,gene,1993129,1993800,.,+,.,1865
vnz_08745,100.64338,2.104341534,0.4926814,4.2712016,1.94e-05,0.00013,CP018074.1,1998688,1998689,TSS_02277,660,-,CP018074.1,Genbank,gene,1993129,1993800,.,+,.,4889
vnz_08745,100.64338,2.104341534,0.4926814,4.2712016,1.94e-05,0.00013,CP018074.1,1994620,1994621,TSS_02270,124,-,CP018074.1,Genbank,gene,1993129,1993800,.,+,.,821
vnz_08745,100.64338,2.104341534,0.4926814,4.2712016,1.94e-05,0.00013,CP018074.1,1996208,1996209,TSS_02274,49,-,CP018074.1,Genbank,gene,1993129,1993800,.,+,.,2409
vnz_08745,100.64338,2.104341534,0.4926814,4.2712016,1.94e-05,0.00013,CP018074.1,1997886,1997887,TSS_02276,96,-,CP018074.1,Genbank,gene,1993129,1993800,.,+,.,4087
vnz_08850,1356.434,-3.885731349,0.3347542,-11.607717,3.77e-31,9.56e-29,CP018074.1,2016550,2016551,TSS_02301,82,+,CP018074.1,Genbank,gene,2015029,2016651,.,-,.,1
vnz_08855,770.49348,-3.325700787,0.3483831,-9.5461015,1.35e-21,1.42e-19,CP018074.1,2016550,2016551,TSS_02301,82,+,CP018074.1,Genbank,gene,2016648,2017700,.,-,.,97
vnz_08860,638.13739,-4.160253492,0.3946902,-10.540555,5.62e-26,9.62e-24,CP018074.1,2017879,2017880,TSS_02303,91,+,CP018074.1,Genbank,gene,2017697,2018506,.,-,.,1
vnz_08860,638.13739,-4.160253492,0.3946902,-10.540555,5.62e-26,9.62e-24,CP018074.1,2017702,2017703,TSS_02302,161,+,CP018074.1,Genbank,gene,2017697,2018506,.,-,.,1
vnz_08865,596.07343,-2.672509256,0.3478731,-7.6824247,1.56e-14,6.08e-13,CP018074.1,2017702,2017703,TSS_02302,161,+,CP018074.1,Genbank,gene,2018581,2019201,.,-,.,878
vnz_08865,596.07343,-2.672509256,0.3478731,-7.6824247,1.56e-14,6.08e-13,CP018074.1,2018979,2018980,TSS_02305,67,+,CP018074.1,Genbank,gene,2018581,2019201,.,-,.,1
vnz_08865,596.07343,-2.672509256,0.3478731,-7.6824247,1.56e-14,6.08e-13,CP018074.1,2017879,2017880,TSS_02303,91,+,CP018074.1,Genbank,gene,2018581,2019201,.,-,.,701
vnz_08865,596.07343,-2.672509256,0.3478731,-7.6824247,1.56e-14,6.08e-13,CP018074.1,2018896,2018897,TSS_02304,78,+,CP018074.1,Genbank,gene,2018581,2019201,.,-,.,1
vnz_08865,596.07343,-2.672509256,0.3478731,-7.6824247,1.56e-14,6.08e-13,CP018074.1,2019010,2019011,TSS_02306,118,+,CP018074.1,Genbank,gene,2018581,2019201,.,-,.,1
vnz_08875,539.77033,-4.151557087,0.4243246,-9.7839169,1.32e-22,1.59e-20,CP018074.1,2019010,2019011,TSS_02306,118,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,932
vnz_08875,539.77033,-4.151557087,0.4243246,-9.7839169,1.32e-22,1.59e-20,CP018074.1,2018979,2018980,TSS_02305,67,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,963
vnz_08875,539.77033,-4.151557087,0.4243246,-9.7839169,1.32e-22,1.59e-20,CP018074.1,2020310,2020311,TSS_02311,48,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,1
vnz_08875,539.77033,-4.151557087,0.4243246,-9.7839169,1.32e-22,1.59e-20,CP018074.1,2018896,2018897,TSS_02304,78,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,1046
vnz_08875,539.77033,-4.151557087,0.4243246,-9.7839169,1.32e-22,1.59e-20,CP018074.1,2019360,2019361,TSS_02308,382,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,582
vnz_08880,303.55569,-3.35304715,0.385942,-8.6879566,3.69e-18,2.3e-16,CP018074.1,2020310,2020311,TSS_02311,48,+,CP018074.1,Genbank,gene,2021323,2021721,.,-,.,1012
vnz_08885,1739.3802,-4.87572713,0.3886443,-12.545476,4.21e-36,1.63e-33,CP018074.1,2022318,2022319,TSS_02315,38,+,CP018074.1,Genbank,gene,2021718,2023454,.,-,.,1
vnz_08885,1739.3802,-4.87572713,0.3886443,-12.545476,4.21e-36,1.63e-33,CP018074.1,2021971,2021972,TSS_02314,39,+,CP018074.1,Genbank,gene,2021718,2023454,.,-,.,1
vnz_08890,1065.8018,-3.804116117,0.3832134,-9.9268881,3.18e-23,4.5e-21,CP018074.1,2021971,2021972,TSS_02314,39,+,CP018074.1,Genbank,gene,2023451,2024416,.,-,.,1479
vnz_08890,1065.8018,-3.804116117,0.3832134,-9.9268881,3.18e-23,4.5e-21,CP018074.1,2024308,2024309,TSS_02319,50,+,CP018074.1,Genbank,gene,2023451,2024416,.,-,.,1
vnz_08890,1065.8018,-3.804116117,0.3832134,-9.9268881,3.18e-23,4.5e-21,CP018074.1,2022318,2022319,TSS_02315,38,+,CP018074.1,Genbank,gene,2023451,2024416,.,-,.,1132
