gene.ID,Base.Mean,log2.FC.,StdErr,Wald.Stats,P.value,P.adj,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V16
vnz_01845,86.861126,2.4137112,0.5237495,4.6085225,4.06e-06,5.09e-05,CP018074.1,415601,415602,TSS_00239,54,+,CP018074.1,Genbank,gene,416090,416734,.,-,.,488
vnz_01845,86.861126,2.4137112,0.5237495,4.6085225,4.06e-06,5.09e-05,CP018074.1,415304,415305,TSS_00238,435,+,CP018074.1,Genbank,gene,416090,416734,.,-,.,785
vnz_01955,133.9567,6.349365,0.7110776,8.9292156,4.29e-19,2.81e-17,CP018074.1,436275,436276,TSS_00250,1912,+,CP018074.1,Genbank,gene,437917,439257,.,-,.,1641
vnz_02030,183.73443,6.6532064,0.8018699,8.2971146,1.07e-16,5.85e-15,CP018074.1,459420,459421,TSS_00264,72,-,CP018074.1,Genbank,gene,457091,458128,.,+,.,1293
vnz_02030,183.73443,6.6532064,0.8018699,8.2971146,1.07e-16,5.85e-15,CP018074.1,459364,459365,TSS_00263,44,-,CP018074.1,Genbank,gene,457091,458128,.,+,.,1237
vnz_02060,91.051448,4.0541855,0.6893809,5.8809076,4.08e-09,8.75e-08,CP018074.1,462446,462447,TSS_00265,53,+,CP018074.1,Genbank,gene,463486,464943,.,-,.,1039
vnz_02140,198.23348,5.7035065,0.5437569,10.489074,9.7e-26,1.04e-23,CP018074.1,485152,485153,TSS_00280,39,+,CP018074.1,Genbank,gene,484957,488184,.,-,.,1
vnz_02255,450.05885,3.6220125,0.4294642,8.4337943,3.35e-17,1.93e-15,CP018074.1,515636,515637,TSS_00352,291,-,CP018074.1,Genbank,gene,513371,514348,.,+,.,1289
vnz_02620,195.18305,6.3764778,0.6906823,9.2321431,2.65e-20,1.84e-18,CP018074.1,632665,632666,TSS_00383,61,-,CP018074.1,Genbank,gene,629846,630325,.,+,.,2341
vnz_02660,1294.7454,-2.69699,0.3156772,-8.5435049,1.3e-17,7.74e-16,CP018074.1,638534,638535,TSS_00395,38,+,CP018074.1,Genbank,gene,637043,638545,.,-,.,1
vnz_02665,64.120886,3.9862554,0.5803365,6.8688687,6.47e-12,1.97e-10,CP018074.1,638534,638535,TSS_00395,38,+,CP018074.1,Genbank,gene,638865,640229,.,-,.,330
vnz_03605,99.123935,3.2181049,0.4949046,6.5024748,7.9e-11,2.11e-09,CP018074.1,860990,860991,TSS_00548,63,+,CP018074.1,Genbank,gene,862017,864077,.,-,.,1026
vnz_03985,314.79051,-2.0157329,0.4641512,-4.3428371,1.41e-05,0.0001565,CP018074.1,952624,952625,TSS_00605,69,+,CP018074.1,Genbank,gene,954527,956053,.,-,.,1902
vnz_04175,79.946852,2.1084499,0.6964158,3.0275734,0.0024653,0.0147374,CP018074.1,993371,993372,TSS_00641,2922,+,CP018074.1,Genbank,gene,994750,995976,.,-,.,1378
vnz_04225,168.47385,2.20423,0.4640064,4.7504299,2.03e-06,2.75e-05,CP018074.1,1010489,1010490,TSS_00649,80,-,CP018074.1,Genbank,gene,1008717,1009157,.,+,.,1333
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1106923,1106924,TSS_00813,1475,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,16028
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1094629,1094630,TSS_00710,66,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,3734
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1095237,1095238,TSS_00711,95,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,4342
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1100369,1100370,TSS_00728,94,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,9474
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1095651,1095652,TSS_00717,139,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,4756
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1095549,1095550,TSS_00715,836,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,4654
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1104334,1104335,TSS_00784,33,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,13439
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1107030,1107031,TSS_00814,89,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,16135
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1095806,1095807,TSS_00718,469,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,4911
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1100605,1100606,TSS_00732,433,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,9710
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1093753,1093754,TSS_00708,10239,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,2858
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1100587,1100588,TSS_00730,8835,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,9692
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1097160,1097161,TSS_00719,61,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,6265
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1101181,1101182,TSS_00735,452,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,10286
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1095527,1095528,TSS_00713,1346,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,4632
vnz_04650,328.27444,7.3977615,0.6428046,11.50857,1.19e-30,2.06e-28,CP018074.1,1106786,1106787,TSS_00809,171,-,CP018074.1,Genbank,gene,1090531,1090896,.,+,.,15891
vnz_04665,666.35161,2.5877344,0.4120337,6.2803947,3.38e-10,8.24e-09,CP018074.1,1093090,1093091,TSS_00703,49,+,CP018074.1,Genbank,gene,1093281,1093754,.,-,.,190
vnz_04665,666.35161,2.5877344,0.4120337,6.2803947,3.38e-10,8.24e-09,CP018074.1,1093204,1093205,TSS_00705,76,+,CP018074.1,Genbank,gene,1093281,1093754,.,-,.,76
vnz_04725,719.00742,2.0472755,0.4247848,4.8195591,1.44e-06,2.01e-05,CP018074.1,1111655,1111656,TSS_00817,33,-,CP018074.1,Genbank,gene,1107637,1109307,.,+,.,2349
vnz_04915,827.83358,2.4157198,0.3338834,7.2352198,4.65e-13,1.66e-11,CP018074.1,1158180,1158181,TSS_00859,92,-,CP018074.1,Genbank,gene,1158041,1158415,.,+,.,1
vnz_04915,827.83358,2.4157198,0.3338834,7.2352198,4.65e-13,1.66e-11,CP018074.1,1160287,1160288,TSS_00864,9330,-,CP018074.1,Genbank,gene,1158041,1158415,.,+,.,1873
vnz_04915,827.83358,2.4157198,0.3338834,7.2352198,4.65e-13,1.66e-11,CP018074.1,1162077,1162078,TSS_00866,67,-,CP018074.1,Genbank,gene,1158041,1158415,.,+,.,3663
vnz_04915,827.83358,2.4157198,0.3338834,7.2352198,4.65e-13,1.66e-11,CP018074.1,1158240,1158241,TSS_00861,53,-,CP018074.1,Genbank,gene,1158041,1158415,.,+,.,1
vnz_04915,827.83358,2.4157198,0.3338834,7.2352198,4.65e-13,1.66e-11,CP018074.1,1158214,1158215,TSS_00860,38,-,CP018074.1,Genbank,gene,1158041,1158415,.,+,.,1
vnz_04915,827.83358,2.4157198,0.3338834,7.2352198,4.65e-13,1.66e-11,CP018074.1,1162609,1162610,TSS_00867,194,-,CP018074.1,Genbank,gene,1158041,1158415,.,+,.,4195
vnz_04915,827.83358,2.4157198,0.3338834,7.2352198,4.65e-13,1.66e-11,CP018074.1,1159147,1159148,TSS_00862,51,-,CP018074.1,Genbank,gene,1158041,1158415,.,+,.,733
vnz_05060,130.39181,6.831302,0.8875032,7.6972141,1.39e-14,6e-13,CP018074.1,1190083,1190084,TSS_00894,561,-,CP018074.1,Genbank,gene,1188447,1189187,.,+,.,897
vnz_05065,99.714738,5.9306572,0.7882058,7.5242499,5.3e-14,2.19e-12,CP018074.1,1188446,1188447,TSS_00893,85,+,CP018074.1,Genbank,gene,1189221,1190084,.,-,.,774
vnz_05065,99.714738,5.9306572,0.7882058,7.5242499,5.3e-14,2.19e-12,CP018074.1,1185659,1185660,TSS_00888,39,+,CP018074.1,Genbank,gene,1189221,1190084,.,-,.,3561
vnz_05065,99.714738,5.9306572,0.7882058,7.5242499,5.3e-14,2.19e-12,CP018074.1,1186834,1186835,TSS_00891,35,+,CP018074.1,Genbank,gene,1189221,1190084,.,-,.,2386
vnz_05070,1858.9915,7.7844349,0.480961,16.185169,6.42e-59,1.51e-55,CP018074.1,1192168,1192169,TSS_00901,403,-,CP018074.1,Genbank,gene,1190203,1190856,.,+,.,1313
vnz_05070,1858.9915,7.7844349,0.480961,16.185169,6.42e-59,1.51e-55,CP018074.1,1192101,1192102,TSS_00899,203,-,CP018074.1,Genbank,gene,1190203,1190856,.,+,.,1246
vnz_05545,2751.7882,3.3066917,0.291024,11.362263,6.45e-30,1.01e-27,CP018074.1,1291601,1291602,TSS_01023,454,-,CP018074.1,Genbank,gene,1291476,1291889,.,+,.,1
vnz_05555,161.10865,2.2378044,0.4811596,4.6508568,3.31e-06,4.29e-05,CP018074.1,1291425,1291426,TSS_01017,401108,+,CP018074.1,Genbank,gene,1292990,1293403,.,-,.,1564
vnz_05555,161.10865,2.2378044,0.4811596,4.6508568,3.31e-06,4.29e-05,CP018074.1,1292039,1292040,TSS_01025,118,+,CP018074.1,Genbank,gene,1292990,1293403,.,-,.,950
vnz_05810,157.99758,2.8581008,0.5427942,5.2655333,1.4e-07,2.31e-06,CP018074.1,1346076,1346077,TSS_01078,762,-,CP018074.1,Genbank,gene,1341676,1342272,.,+,.,3805
vnz_05810,157.99758,2.8581008,0.5427942,5.2655333,1.4e-07,2.31e-06,CP018074.1,1346431,1346432,TSS_01082,174,-,CP018074.1,Genbank,gene,1341676,1342272,.,+,.,4160
vnz_05810,157.99758,2.8581008,0.5427942,5.2655333,1.4e-07,2.31e-06,CP018074.1,1346188,1346189,TSS_01081,33,-,CP018074.1,Genbank,gene,1341676,1342272,.,+,.,3917
vnz_05810,157.99758,2.8581008,0.5427942,5.2655333,1.4e-07,2.31e-06,CP018074.1,1350248,1350249,TSS_01086,5359,-,CP018074.1,Genbank,gene,1341676,1342272,.,+,.,7977
vnz_05880,182.569,-7.1543451,0.6471379,-11.055364,2.06e-28,2.76e-26,CP018074.1,1356042,1356043,TSS_01093,62,+,CP018074.1,Genbank,gene,1357038,1357823,.,-,.,995
vnz_06305,60.71725,4.3862924,0.6384025,6.8707317,6.39e-12,1.95e-10,CP018074.1,1452036,1452037,TSS_01266,35,+,CP018074.1,Genbank,gene,1453382,1454311,.,-,.,1345
vnz_06305,60.71725,4.3862924,0.6384025,6.8707317,6.39e-12,1.95e-10,CP018074.1,1454012,1454013,TSS_01269,66,+,CP018074.1,Genbank,gene,1453382,1454311,.,-,.,1
vnz_06305,60.71725,4.3862924,0.6384025,6.8707317,6.39e-12,1.95e-10,CP018074.1,1452620,1452621,TSS_01267,49,+,CP018074.1,Genbank,gene,1453382,1454311,.,-,.,761
vnz_06730,91.254693,-2.7471903,0.4232245,-6.4910946,8.52e-11,2.24e-09,CP018074.1,1546619,1546620,TSS_01326,642,-,CP018074.1,Genbank,gene,1545358,1546308,.,+,.,312
vnz_06870,88.784351,2.8015091,0.5506587,5.0875602,3.63e-07,5.57e-06,CP018074.1,1571650,1571651,TSS_01345,32,+,CP018074.1,Genbank,gene,1571653,1572267,.,-,.,2
vnz_06870,88.784351,2.8015091,0.5506587,5.0875602,3.63e-07,5.57e-06,CP018074.1,1571636,1571637,TSS_01344,38,+,CP018074.1,Genbank,gene,1571653,1572267,.,-,.,16
vnz_06985,307.31945,2.9625555,0.3939699,7.5197516,5.49e-14,2.26e-12,CP018074.1,1598411,1598412,TSS_01382,753,+,CP018074.1,Genbank,gene,1599772,1600521,.,-,.,1360
vnz_07025,238.44292,2.1506719,0.4759965,4.5182518,6.24e-06,7.53e-05,CP018074.1,1612362,1612363,TSS_01471,1347,-,CP018074.1,Genbank,gene,1609939,1610445,.,+,.,1918
vnz_07025,238.44292,2.1506719,0.4759965,4.5182518,6.24e-06,7.53e-05,CP018074.1,1611340,1611341,TSS_01468,158,-,CP018074.1,Genbank,gene,1609939,1610445,.,+,.,896
vnz_07025,238.44292,2.1506719,0.4759965,4.5182518,6.24e-06,7.53e-05,CP018074.1,1613770,1613771,TSS_01473,244,-,CP018074.1,Genbank,gene,1609939,1610445,.,+,.,3326
vnz_07025,238.44292,2.1506719,0.4759965,4.5182518,6.24e-06,7.53e-05,CP018074.1,1612834,1612835,TSS_01472,1046,-,CP018074.1,Genbank,gene,1609939,1610445,.,+,.,2390
vnz_07105,119.93544,6.7039099,0.8546636,7.8439165,4.37e-15,1.99e-13,CP018074.1,1624924,1624925,TSS_01487,65,+,CP018074.1,Genbank,gene,1625614,1626024,.,-,.,689
vnz_07105,119.93544,6.7039099,0.8546636,7.8439165,4.37e-15,1.99e-13,CP018074.1,1623563,1623564,TSS_01486,39,+,CP018074.1,Genbank,gene,1625614,1626024,.,-,.,2050
vnz_07145,1433.5743,5.9017889,0.4963372,11.890684,1.32e-32,2.93e-30,CP018074.1,1640577,1640578,TSS_01494,41,+,CP018074.1,Genbank,gene,1640583,1640858,.,-,.,5
vnz_07145,1433.5743,5.9017889,0.4963372,11.890684,1.32e-32,2.93e-30,CP018074.1,1639202,1639203,TSS_01493,234,+,CP018074.1,Genbank,gene,1640583,1640858,.,-,.,1380
vnz_07255,128.01688,4.7531763,0.6447209,7.372456,1.68e-13,6.31e-12,CP018074.1,1658909,1658910,TSS_01516,635,+,CP018074.1,Genbank,gene,1661464,1662051,.,-,.,2554
vnz_07255,128.01688,4.7531763,0.6447209,7.372456,1.68e-13,6.31e-12,CP018074.1,1658056,1658057,TSS_01515,446,+,CP018074.1,Genbank,gene,1661464,1662051,.,-,.,3407
vnz_07255,128.01688,4.7531763,0.6447209,7.372456,1.68e-13,6.31e-12,CP018074.1,1657744,1657745,TSS_01514,1939,+,CP018074.1,Genbank,gene,1661464,1662051,.,-,.,3719
vnz_07255,128.01688,4.7531763,0.6447209,7.372456,1.68e-13,6.31e-12,CP018074.1,1656693,1656694,TSS_01512,373,+,CP018074.1,Genbank,gene,1661464,1662051,.,-,.,4770
vnz_07270,270.70446,6.2723837,0.5591296,11.218121,3.32e-29,4.9e-27,CP018074.1,1663187,1663188,TSS_01517,127,+,CP018074.1,Genbank,gene,1663045,1663236,.,-,.,1
vnz_07275,759.47165,5.9354914,0.4042238,14.683676,8.2e-49,7.26e-46,CP018074.1,1663187,1663188,TSS_01517,127,+,CP018074.1,Genbank,gene,1663295,1663768,.,-,.,107
vnz_07275,759.47165,5.9354914,0.4042238,14.683676,8.2e-49,7.26e-46,CP018074.1,1663253,1663254,TSS_01518,60,+,CP018074.1,Genbank,gene,1663295,1663768,.,-,.,41
vnz_07275,759.47165,5.9354914,0.4042238,14.683676,8.2e-49,7.26e-46,CP018074.1,1663271,1663272,TSS_01522,209,+,CP018074.1,Genbank,gene,1663295,1663768,.,-,.,23
vnz_07275,759.47165,5.9354914,0.4042238,14.683676,8.2e-49,7.26e-46,CP018074.1,1663262,1663263,TSS_01520,206,+,CP018074.1,Genbank,gene,1663295,1663768,.,-,.,32
vnz_07745,261.13749,-2.2844703,0.3073522,-7.4327435,1.06e-13,4.07e-12,CP018074.1,1763646,1763647,TSS_01639,38,+,CP018074.1,Genbank,gene,1764429,1767380,.,-,.,782
vnz_08025,129.19624,-4.8148561,0.5190533,-9.2762274,1.76e-20,1.24e-18,CP018074.1,1834234,1834235,TSS_01732,42,-,CP018074.1,Genbank,gene,1832675,1833907,.,+,.,328
vnz_08075,120.27846,-2.3167932,0.4474659,-5.1775859,2.25e-07,3.58e-06,CP018074.1,1842053,1842054,TSS_01746,350,+,CP018074.1,Genbank,gene,1843710,1845122,.,-,.,1656
vnz_08245,68.309206,2.6703242,0.9588845,2.7848236,0.0053557,0.0277915,CP018074.1,1881962,1881963,TSS_01791,44,+,CP018074.1,Genbank,gene,1883493,1884221,.,-,.,1530
vnz_08245,68.309206,2.6703242,0.9588845,2.7848236,0.0053557,0.0277915,CP018074.1,1881978,1881979,TSS_01792,46,+,CP018074.1,Genbank,gene,1883493,1884221,.,-,.,1514
vnz_08340,232.4499,2.0764948,0.414597,5.0084656,5.49e-07,8.24e-06,CP018074.1,1906559,1906560,TSS_01818,72,-,CP018074.1,Genbank,gene,1901743,1902378,.,+,.,4182
vnz_08340,232.4499,2.0764948,0.414597,5.0084656,5.49e-07,8.24e-06,CP018074.1,1910136,1910137,TSS_01819,2440,-,CP018074.1,Genbank,gene,1901743,1902378,.,+,.,7759
vnz_08840,109.37468,-4.9490737,0.5318465,-9.3054555,1.33e-20,9.64e-19,CP018074.1,2011550,2011551,TSS_01973,1225,+,CP018074.1,Genbank,gene,2011937,2013256,.,-,.,386
vnz_08875,539.77033,5.5067304,0.4536481,12.13877,6.58e-34,1.73e-31,CP018074.1,2019360,2019361,TSS_01993,393,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,582
vnz_08875,539.77033,5.5067304,0.4536481,12.13877,6.58e-34,1.73e-31,CP018074.1,2019010,2019011,TSS_01991,107,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,932
vnz_08875,539.77033,5.5067304,0.4536481,12.13877,6.58e-34,1.73e-31,CP018074.1,2018979,2018980,TSS_01990,63,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,963
vnz_08875,539.77033,5.5067304,0.4536481,12.13877,6.58e-34,1.73e-31,CP018074.1,2018896,2018897,TSS_01989,85,+,CP018074.1,Genbank,gene,2019943,2021199,.,-,.,1046
vnz_08960,55.020127,3.5693569,0.5182182,6.8877493,5.67e-12,1.74e-10,CP018074.1,2041378,2041379,TSS_02039,1028,-,CP018074.1,Genbank,gene,2040001,2041077,.,+,.,302
vnz_09020,589.63795,-3.2644597,0.310066,-10.528273,6.4e-26,7.08e-24,CP018074.1,2053252,2053253,TSS_02044,181,+,CP018074.1,Genbank,gene,2052497,2054581,.,-,.,1
vnz_09255,261.36114,-2.6440747,0.453737,-5.8273291,5.63e-09,1.18e-07,CP018074.1,2105141,2105142,TSS_02159,33,+,CP018074.1,Genbank,gene,2102767,2108055,.,-,.,1
vnz_09260,89.610511,-3.5900576,0.5406979,-6.639674,3.14e-11,8.73e-10,CP018074.1,2105141,2105142,TSS_02159,33,+,CP018074.1,Genbank,gene,2108135,2109850,.,-,.,2993
vnz_09295,355.90937,2.1225122,0.344526,6.1606742,7.24e-10,1.68e-08,CP018074.1,2117497,2117498,TSS_02171,32,-,CP018074.1,Genbank,gene,2117452,2118414,.,+,.,1
vnz_09315,52.557556,2.3222669,0.6053749,3.8360806,0.000125,0.0011158,CP018074.1,2126179,2126180,TSS_02176,45,-,CP018074.1,Genbank,gene,2122260,2123138,.,+,.,3042
vnz_09460,2694.5888,8.2985959,0.4482442,18.513559,1.61e-76,1.14e-72,CP018074.1,2153210,2153211,TSS_02200,34,-,CP018074.1,Genbank,gene,2151181,2151600,.,+,.,1611
vnz_09460,2694.5888,8.2985959,0.4482442,18.513559,1.61e-76,1.14e-72,CP018074.1,2154577,2154578,TSS_02203,995,-,CP018074.1,Genbank,gene,2151181,2151600,.,+,.,2978
vnz_09740,70.023382,4.6813259,0.6800924,6.8833677,5.85e-12,1.79e-10,CP018074.1,2203209,2203210,TSS_02268,182,+,CP018074.1,Genbank,gene,2205319,2206761,.,-,.,2109
vnz_09915,67.002053,-2.2132166,0.4758187,-4.6513863,3.3e-06,4.28e-05,CP018074.1,2238264,2238265,TSS_02297,39,+,CP018074.1,Genbank,gene,2239960,2241429,.,-,.,1695
vnz_09935,154.46576,4.6767927,0.5046237,9.2678813,1.9e-20,1.33e-18,CP018074.1,2243310,2243311,TSS_02305,147,+,CP018074.1,Genbank,gene,2245722,2246273,.,-,.,2411
vnz_09935,154.46576,4.6767927,0.5046237,9.2678813,1.9e-20,1.33e-18,CP018074.1,2243412,2243413,TSS_02306,42,+,CP018074.1,Genbank,gene,2245722,2246273,.,-,.,2309
vnz_09935,154.46576,4.6767927,0.5046237,9.2678813,1.9e-20,1.33e-18,CP018074.1,2243428,2243429,TSS_02307,215,+,CP018074.1,Genbank,gene,2245722,2246273,.,-,.,2293
vnz_10080,95.220081,2.3004769,0.5684961,4.0466012,5.2e-05,0.0005018,CP018074.1,2273556,2273557,TSS_02332,50,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,2360
vnz_10080,95.220081,2.3004769,0.5684961,4.0466012,5.2e-05,0.0005018,CP018074.1,2274391,2274392,TSS_02333,928,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,1525
vnz_10080,95.220081,2.3004769,0.5684961,4.0466012,5.2e-05,0.0005018,CP018074.1,2275327,2275328,TSS_02335,88,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,589
vnz_10080,95.220081,2.3004769,0.5684961,4.0466012,5.2e-05,0.0005018,CP018074.1,2272447,2272448,TSS_02331,503,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,3469
vnz_10080,95.220081,2.3004769,0.5684961,4.0466012,5.2e-05,0.0005018,CP018074.1,2271205,2271206,TSS_02329,37,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,4711
vnz_10100,456.48156,6.1109182,0.4744943,12.878802,5.92e-38,2.1e-35,CP018074.1,2282821,2282822,TSS_02349,1080,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,4166
vnz_10100,456.48156,6.1109182,0.4744943,12.878802,5.92e-38,2.1e-35,CP018074.1,2282252,2282253,TSS_02347,3054,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,3597
vnz_10100,456.48156,6.1109182,0.4744943,12.878802,5.92e-38,2.1e-35,CP018074.1,2280413,2280414,TSS_02341,72,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,1758
vnz_10100,456.48156,6.1109182,0.4744943,12.878802,5.92e-38,2.1e-35,CP018074.1,2280754,2280755,TSS_02342,177,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,2099
vnz_10100,456.48156,6.1109182,0.4744943,12.878802,5.92e-38,2.1e-35,CP018074.1,2281976,2281977,TSS_02344,148,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,3321
vnz_10980,182.23861,4.9794243,0.5596075,8.8980658,5.68e-19,3.66e-17,CP018074.1,2425436,2425437,TSS_02618,51,-,CP018074.1,Genbank,gene,2423824,2425242,.,+,.,195
vnz_10985,257.1271,6.1604202,0.5644588,10.913853,9.9e-28,1.3e-25,CP018074.1,2425436,2425437,TSS_02618,51,-,CP018074.1,Genbank,gene,2425337,2425753,.,+,.,1
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2469129,2469130,TSS_02652,95,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1106
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2469313,2469314,TSS_02656,45,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1290
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2469108,2469109,TSS_02650,176,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1085
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2469328,2469329,TSS_02657,175,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1305
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2472448,2472449,TSS_02660,244,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,4425
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2473915,2473916,TSS_02664,1123,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,5892
vnz_11180,196.74148,2.4916093,0.6700591,3.7184921,0.0002004,0.0016787,CP018074.1,2473010,2473011,TSS_02662,133,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,4987
vnz_11750,92.852635,-2.2689488,0.4897603,-4.6327745,3.61e-06,4.64e-05,CP018074.1,2606677,2606678,TSS_03113,41,-,CP018074.1,Genbank,gene,2604322,2605284,.,+,.,1394
vnz_11750,92.852635,-2.2689488,0.4897603,-4.6327745,3.61e-06,4.64e-05,CP018074.1,2608193,2608194,TSS_03119,88,-,CP018074.1,Genbank,gene,2604322,2605284,.,+,.,2910
vnz_11750,92.852635,-2.2689488,0.4897603,-4.6327745,3.61e-06,4.64e-05,CP018074.1,2608075,2608076,TSS_03118,190,-,CP018074.1,Genbank,gene,2604322,2605284,.,+,.,2792
